,xmin,ymin,xmax,ymax,label,score,geometry
27,6.0,1200.0,57.0,1228.0,Tree,0.5453758239746094,"POLYGON ((57 1200, 57 1228, 6 1228, 6 1200, 57 1200))"
28,100.0,1283.0,153.0,1336.0,Tree,0.5439649820327759,"POLYGON ((153 1283, 153 1336, 100 1336, 100 1283, 153 1283))"
29,186.0,1358.0,224.0,1397.0,Tree,0.5383085012435913,"POLYGON ((224 1358, 224 1397, 186 1397, 186 1358, 224 1358))"
30,303.0,1349.0,368.0,1421.0,Tree,0.5365550518035889,"POLYGON ((368 1349, 368 1421, 303 1421, 303 1349, 368 1349))"
31,193.0,1200.0,228.0,1228.0,Tree,0.5142214298248291,"POLYGON ((228 1200, 228 1228, 193 1228, 193 1200, 228 1200))"
32,236.0,1309.0,275.0,1349.0,Tree,0.5128574371337891,"POLYGON ((275 1309, 275 1349, 236 1349, 236 1309, 275 1309))"
33,357.0,1322.0,400.0,1368.0,Tree,0.5088574290275574,"POLYGON ((400 1322, 400 1368, 357 1368, 357 1322, 400 1322))"
34,30.0,1318.0,75.0,1368.0,Tree,0.5071631669998169,"POLYGON ((75 1318, 75 1368, 30 1368, 30 1318, 75 1318))"
35,35.0,1280.0,74.0,1315.0,Tree,0.5056159496307373,"POLYGON ((74 1280, 74 1315, 35 1315, 35 1280, 74 1280))"
36,153.0,1242.0,201.0,1296.0,Tree,0.4988411068916321,"POLYGON ((201 1242, 201 1296, 153 1296, 153 1242, 201 1242))"
37,9.0,1577.0,54.0,1600.0,Tree,0.4936659038066864,"POLYGON ((54 1577, 54 1600, 9 1600, 9 1577, 54 1577))"
38,353.0,1463.0,400.0,1527.0,Tree,0.48474615812301636,"POLYGON ((400 1463, 400 1527, 353 1527, 353 1463, 400 1463))"
39,347.0,1527.0,398.0,1585.0,Tree,0.4717933237552643,"POLYGON ((398 1527, 398 1585, 347 1585, 347 1527, 398 1527))"
40,348.0,1229.0,397.0,1276.0,Tree,0.45449012517929077,"POLYGON ((397 1229, 397 1276, 348 1276, 348 1229, 397 1229))"
41,241.0,1347.0,289.0,1387.0,Tree,0.44312986731529236,"POLYGON ((289 1347, 289 1387, 241 1387, 241 1347, 289 1347))"
42,199.0,1272.0,252.0,1321.0,Tree,0.4252183139324188,"POLYGON ((252 1272, 252 1321, 199 1321, 199 1272, 252 1272))"
43,240.0,1569.0,287.0,1599.0,Tree,0.4207157790660858,"POLYGON ((287 1569, 287 1599, 240 1599, 240 1569, 287 1569))"
44,368.0,1410.0,400.0,1457.0,Tree,0.40997114777565,"POLYGON ((400 1410, 400 1457, 368 1457, 368 1410, 400 1410))"
45,57.0,1558.0,91.0,1590.0,Tree,0.4078226387500763,"POLYGON ((91 1558, 91 1590, 57 1590, 57 1558, 91 1558))"
46,0.0,1223.0,18.0,1257.0,Tree,0.4037795662879944,"POLYGON ((18 1223, 18 1257, 0 1257, 0 1223, 18 1223))"
47,152.0,1456.0,194.0,1500.0,Tree,0.40334227681159973,"POLYGON ((194 1456, 194 1500, 152 1500, 152 1456, 194 1456))"
48,32.0,1436.0,76.0,1485.0,Tree,0.3979671597480774,"POLYGON ((76 1436, 76 1485, 32 1485, 32 1436, 76 1436))"
49,223.0,1200.0,249.0,1209.0,Tree,0.38804689049720764,"POLYGON ((249 1200, 249 1209, 223 1209, 223 1200, 249 1200))"
50,196.0,1225.0,236.0,1262.0,Tree,0.3844473659992218,"POLYGON ((236 1225, 236 1262, 196 1262, 196 1225, 236 1225))"
51,255.0,1200.0,283.0,1208.0,Tree,0.35645735263824463,"POLYGON ((283 1200, 283 1208, 255 1208, 255 1200, 283 1200))"
52,380.0,1368.0,400.0,1406.0,Tree,0.28656283020973206,"POLYGON ((400 1368, 400 1406, 380 1406, 380 1368, 400 1368))"
53,53.0,1200.0,86.0,1215.0,Tree,0.2667924761772156,"POLYGON ((86 1200, 86 1215, 53 1215, 53 1200, 86 1200))"
54,212.0,1574.0,243.0,1599.0,Tree,0.22292523086071014,"POLYGON ((243 1574, 243 1599, 212 1599, 212 1574, 243 1574))"
55,209.0,1334.0,236.0,1365.0,Tree,0.2205202579498291,"POLYGON ((236 1334, 236 1365, 209 1365, 209 1334, 236 1334))"
56,88.0,1250.0,118.0,1284.0,Tree,0.21006670594215393,"POLYGON ((118 1250, 118 1284, 88 1284, 88 1250, 118 1250))"
57,0.0,1574.0,8.0,1599.0,Tree,0.2032921463251114,"POLYGON ((8 1574, 8 1599, 0 1599, 0 1574, 8 1574))"
58,298.0,1200.0,335.0,1206.0,Tree,0.20261754095554352,"POLYGON ((335 1200, 335 1206, 298 1206, 298 1200, 335 1200))"
0,284.0,1802.0,350.0,1864.0,Tree,0.7441536784172058,"POLYGON ((350 1802, 350 1864, 284 1864, 284 1802, 350 1802))"
1,0.0,1542.0,35.0,1579.0,Tree,0.7429144382476807,"POLYGON ((35 1542, 35 1579, 0 1579, 0 1542, 35 1542))"
2,0.0,1485.0,30.0,1537.0,Tree,0.7184063196182251,"POLYGON ((30 1485, 30 1537, 0 1537, 0 1485, 30 1485))"
3,1.0,1580.0,81.0,1668.0,Tree,0.6856750249862671,"POLYGON ((81 1580, 81 1668, 1 1668, 1 1580, 81 1580))"
4,294.0,1483.0,352.0,1534.0,Tree,0.6773095726966858,"POLYGON ((352 1483, 352 1534, 294 1534, 294 1483, 352 1483))"
5,119.0,1588.0,171.0,1637.0,Tree,0.6652591824531555,"POLYGON ((171 1588, 171 1637, 119 1637, 119 1588, 171 1588))"
6,155.0,1623.0,214.0,1685.0,Tree,0.6545276641845703,"POLYGON ((214 1623, 214 1685, 155 1685, 155 1623, 214 1623))"
7,254.0,1757.0,302.0,1806.0,Tree,0.6543786525726318,"POLYGON ((302 1757, 302 1806, 254 1806, 254 1757, 302 1757))"
8,194.0,1464.0,243.0,1501.0,Tree,0.6349000334739685,"POLYGON ((243 1464, 243 1501, 194 1501, 194 1464, 243 1464))"
9,32.0,1520.0,71.0,1561.0,Tree,0.6295416355133057,"POLYGON ((71 1520, 71 1561, 32 1561, 32 1520, 71 1520))"
10,94.0,1494.0,185.0,1584.0,Tree,0.6211482286453247,"POLYGON ((185 1494, 185 1584, 94 1584, 94 1494, 185 1494))"
11,212.0,1642.0,264.0,1705.0,Tree,0.6174883842468262,"POLYGON ((264 1642, 264 1705, 212 1705, 212 1642, 264 1642))"
12,212.0,1791.0,271.0,1844.0,Tree,0.5974538326263428,"POLYGON ((271 1791, 271 1844, 212 1844, 212 1791, 271 1791))"
13,242.0,1470.0,287.0,1518.0,Tree,0.5966538190841675,"POLYGON ((287 1470, 287 1518, 242 1518, 242 1470, 287 1470))"
14,342.0,1654.0,399.0,1723.0,Tree,0.590959370136261,"POLYGON ((399 1654, 399 1723, 342 1723, 342 1654, 399 1654))"
15,85.0,1464.0,147.0,1497.0,Tree,0.5802274346351624,"POLYGON ((147 1464, 147 1497, 85 1497, 85 1464, 147 1464))"
16,185.0,1507.0,246.0,1570.0,Tree,0.5758602619171143,"POLYGON ((246 1507, 246 1570, 185 1570, 185 1507, 246 1507))"
17,209.0,1753.0,247.0,1792.0,Tree,0.5588808655738831,"POLYGON ((247 1753, 247 1792, 209 1792, 209 1753, 247 1753))"
18,17.0,1679.0,62.0,1733.0,Tree,0.5535271167755127,"POLYGON ((62 1679, 62 1733, 17 1733, 17 1679, 62 1679))"
19,167.0,1777.0,201.0,1812.0,Tree,0.5464553833007812,"POLYGON ((201 1777, 201 1812, 167 1812, 167 1777, 201 1777))"
20,209.0,1569.0,276.0,1631.0,Tree,0.541245698928833,"POLYGON ((276 1569, 276 1631, 209 1631, 209 1569, 276 1569))"
21,56.0,1482.0,96.0,1520.0,Tree,0.5286746621131897,"POLYGON ((96 1482, 96 1520, 56 1520, 56 1482, 96 1482))"
22,228.0,1700.0,287.0,1755.0,Tree,0.5275891423225403,"POLYGON ((287 1700, 287 1755, 228 1755, 228 1700, 287 1700))"
23,147.0,1705.0,210.0,1770.0,Tree,0.514657735824585,"POLYGON ((210 1705, 210 1770, 147 1770, 147 1705, 210 1705))"
24,275.0,1529.0,340.0,1588.0,Tree,0.4939064681529999,"POLYGON ((340 1529, 340 1588, 275 1588, 275 1529, 340 1529))"
25,0.0,1720.0,31.0,1762.0,Tree,0.48631247878074646,"POLYGON ((31 1720, 31 1762, 0 1762, 0 1720, 31 1720))"
26,352.0,1467.0,400.0,1523.0,Tree,0.48458778858184814,"POLYGON ((400 1467, 400 1523, 352 1523, 352 1467, 400 1467))"
27,364.0,1730.0,400.0,1784.0,Tree,0.48024386167526245,"POLYGON ((400 1730, 400 1784, 364 1784, 364 1730, 400 1730))"
28,262.0,1625.0,311.0,1677.0,Tree,0.4781264364719391,"POLYGON ((311 1625, 311 1677, 262 1677, 262 1625, 311 1625))"
29,316.0,1754.0,370.0,1808.0,Tree,0.46151015162467957,"POLYGON ((370 1754, 370 1808, 316 1808, 316 1754, 370 1754))"
30,103.0,1770.0,162.0,1847.0,Tree,0.45648640394210815,"POLYGON ((162 1770, 162 1847, 103 1847, 103 1770, 162 1770))"
31,60.0,1646.0,140.0,1733.0,Tree,0.44386133551597595,"POLYGON ((140 1646, 140 1733, 60 1733, 60 1646, 140 1646))"
32,154.0,1824.0,193.0,1859.0,Tree,0.439881831407547,"POLYGON ((193 1824, 193 1859, 154 1859, 154 1824, 193 1824))"
33,57.0,1757.0,111.0,1809.0,Tree,0.434085875749588,"POLYGON ((111 1757, 111 1809, 57 1809, 57 1757, 111 1757))"
34,56.0,1558.0,94.0,1594.0,Tree,0.4313533902168274,"POLYGON ((94 1558, 94 1594, 56 1594, 56 1558, 94 1558))"
35,347.0,1524.0,398.0,1581.0,Tree,0.43057262897491455,"POLYGON ((398 1524, 398 1581, 347 1581, 347 1524, 398 1524))"
36,193.0,1841.0,225.0,1863.0,Tree,0.42653724551200867,"POLYGON ((225 1841, 225 1863, 193 1863, 193 1841, 225 1841))"
37,3.0,1779.0,56.0,1852.0,Tree,0.4247448146343231,"POLYGON ((56 1779, 56 1852, 3 1852, 3 1779, 56 1779))"
38,165.0,1577.0,199.0,1615.0,Tree,0.3996029794216156,"POLYGON ((199 1577, 199 1615, 165 1615, 165 1577, 199 1577))"
39,41.0,1464.0,74.0,1488.0,Tree,0.39407336711883545,"POLYGON ((74 1464, 74 1488, 41 1488, 41 1464, 74 1464))"
40,234.0,1846.0,272.0,1863.0,Tree,0.3880364000797272,"POLYGON ((272 1846, 272 1863, 234 1863, 234 1846, 272 1846))"
41,149.0,1464.0,194.0,1498.0,Tree,0.3811255991458893,"POLYGON ((194 1464, 194 1498, 149 1498, 149 1464, 194 1464))"
42,369.0,1831.0,399.0,1862.0,Tree,0.3584403991699219,"POLYGON ((399 1831, 399 1862, 369 1862, 369 1831, 399 1831))"
43,0.0,1672.0,16.0,1712.0,Tree,0.3269943296909332,"POLYGON ((16 1672, 16 1712, 0 1712, 0 1672, 16 1672))"
44,319.0,1588.0,381.0,1649.0,Tree,0.2941284477710724,"POLYGON ((381 1588, 381 1649, 319 1649, 319 1588, 381 1588))"
45,70.0,1595.0,95.0,1621.0,Tree,0.2776317000389099,"POLYGON ((95 1595, 95 1621, 70 1621, 70 1595, 95 1595))"
46,0.0,1764.0,9.0,1794.0,Tree,0.2640322148799896,"POLYGON ((9 1764, 9 1794, 0 1794, 0 1764, 9 1764))"
47,126.0,1848.0,161.0,1863.0,Tree,0.24241499602794647,"POLYGON ((161 1848, 161 1863, 126 1863, 126 1848, 161 1848))"
48,345.0,1854.0,376.0,1863.0,Tree,0.239821195602417,"POLYGON ((376 1854, 376 1863, 345 1863, 345 1854, 376 1854))"
49,281.0,1464.0,331.0,1486.0,Tree,0.22681578993797302,"POLYGON ((331 1464, 331 1486, 281 1486, 281 1464, 331 1464))"
50,286.0,1721.0,315.0,1752.0,Tree,0.22294725477695465,"POLYGON ((315 1721, 315 1752, 286 1752, 286 1721, 315 1721))"
51,1.0,1464.0,31.0,1471.0,Tree,0.216856449842453,"POLYGON ((31 1464, 31 1471, 1 1471, 1 1464, 31 1464))"
52,0.0,1831.0,7.0,1860.0,Tree,0.19910280406475067,"POLYGON ((7 1831, 7 1860, 0 1860, 0 1831, 7 1831))"
0,668.0,258.0,734.0,330.0,Tree,0.6495670676231384,"POLYGON ((734 258, 734 330, 668 330, 668 258, 734 258))"
1,712.0,121.0,771.0,184.0,Tree,0.635523796081543,"POLYGON ((771 121, 771 184, 712 184, 712 121, 771 121))"
2,727.0,0.0,795.0,62.0,Tree,0.6271135210990906,"POLYGON ((795 0, 795 62, 727 62, 727 0, 795 0))"
3,665.0,336.0,708.0,377.0,Tree,0.6087119579315186,"POLYGON ((708 336, 708 377, 665 377, 665 336, 708 336))"
4,676.0,85.0,723.0,134.0,Tree,0.594606876373291,"POLYGON ((723 85, 723 134, 676 134, 676 85, 723 85))"
5,536.0,350.0,602.0,400.0,Tree,0.5897051692008972,"POLYGON ((602 350, 602 400, 536 400, 536 350, 602 350))"
6,597.0,174.0,639.0,219.0,Tree,0.5894914865493774,"POLYGON ((639 174, 639 219, 597 219, 597 174, 639 174))"
7,515.0,43.0,556.0,92.0,Tree,0.5886977314949036,"POLYGON ((556 43, 556 92, 515 92, 515 43, 556 43))"
8,400.0,40.0,435.0,101.0,Tree,0.5882196426391602,"POLYGON ((435 40, 435 101, 400 101, 400 40, 435 40))"
9,499.0,255.0,541.0,296.0,Tree,0.5717833042144775,"POLYGON ((541 255, 541 296, 499 296, 499 255, 541 255))"
10,469.0,184.0,532.0,251.0,Tree,0.5642083287239075,"POLYGON ((532 184, 532 251, 469 251, 469 184, 532 184))"
11,472.0,363.0,529.0,400.0,Tree,0.5556653738021851,"POLYGON ((529 363, 529 400, 472 400, 472 363, 529 363))"
12,729.0,307.0,772.0,348.0,Tree,0.5532239675521851,"POLYGON ((772 307, 772 348, 729 348, 729 307, 772 307))"
13,705.0,365.0,754.0,399.0,Tree,0.5521580576896667,"POLYGON ((754 365, 754 399, 705 399, 705 365, 754 365))"
14,696.0,191.0,774.0,263.0,Tree,0.5479491949081421,"POLYGON ((774 191, 774 263, 696 263, 696 191, 774 191))"
15,421.0,329.0,467.0,378.0,Tree,0.5391921997070312,"POLYGON ((467 329, 467 378, 421 378, 421 329, 467 329))"
16,435.0,275.0,488.0,330.0,Tree,0.5319017171859741,"POLYGON ((488 275, 488 330, 435 330, 435 275, 488 275))"
17,471.0,328.0,504.0,363.0,Tree,0.5316685438156128,"POLYGON ((504 328, 504 363, 471 363, 471 328, 504 328))"
18,453.0,60.0,509.0,115.0,Tree,0.5233831405639648,"POLYGON ((509 60, 509 115, 453 115, 453 60, 509 60))"
19,498.0,97.0,547.0,146.0,Tree,0.5179348587989807,"POLYGON ((547 97, 547 146, 498 146, 498 97, 547 97))"
20,560.0,51.0,612.0,104.0,Tree,0.5120343565940857,"POLYGON ((612 51, 612 104, 560 104, 560 51, 612 51))"
21,667.0,162.0,708.0,203.0,Tree,0.5083138346672058,"POLYGON ((708 162, 708 203, 667 203, 667 162, 708 162))"
22,587.0,0.0,635.0,32.0,Tree,0.4978509843349457,"POLYGON ((635 0, 635 32, 587 32, 587 0, 635 0))"
23,547.0,108.0,587.0,148.0,Tree,0.48837724328041077,"POLYGON ((587 108, 587 148, 547 148, 547 108, 587 108))"
24,401.0,156.0,436.0,194.0,Tree,0.4865258038043976,"POLYGON ((436 156, 436 194, 401 194, 401 156, 436 156))"
25,636.0,222.0,670.0,258.0,Tree,0.48643338680267334,"POLYGON ((670 222, 670 258, 636 258, 636 222, 670 222))"
26,770.0,352.0,799.0,395.0,Tree,0.4792288541793823,"POLYGON ((799 352, 799 395, 770 395, 770 352, 799 352))"
27,440.0,122.0,491.0,175.0,Tree,0.4753150939941406,"POLYGON ((491 122, 491 175, 440 175, 440 122, 491 122))"
28,543.0,232.0,588.0,278.0,Tree,0.46745577454566956,"POLYGON ((588 232, 588 278, 543 278, 543 232, 588 232))"
29,562.0,146.0,605.0,197.0,Tree,0.46474653482437134,"POLYGON ((605 146, 605 197, 562 197, 562 146, 605 146))"
30,519.0,0.0,546.0,9.0,Tree,0.4625782072544098,"POLYGON ((546 0, 546 9, 519 9, 519 0, 546 0))"
31,415.0,377.0,449.0,399.0,Tree,0.4607076942920685,"POLYGON ((449 377, 449 399, 415 399, 415 377, 449 377))"
32,760.0,252.0,800.0,312.0,Tree,0.4543507993221283,"POLYGON ((800 252, 800 312, 760 312, 760 252, 800 252))"
33,402.0,0.0,446.0,35.0,Tree,0.4504217207431793,"POLYGON ((446 0, 446 35, 402 35, 402 0, 446 0))"
34,671.0,134.0,708.0,165.0,Tree,0.44636866450309753,"POLYGON ((708 134, 708 165, 671 165, 671 134, 708 134))"
35,583.0,266.0,660.0,347.0,Tree,0.4443313181400299,"POLYGON ((660 266, 660 347, 583 347, 583 266, 660 266))"
36,719.0,64.0,769.0,113.0,Tree,0.4438890814781189,"POLYGON ((769 64, 769 113, 719 113, 719 64, 769 64))"
37,402.0,190.0,458.0,243.0,Tree,0.4418148100376129,"POLYGON ((458 190, 458 243, 402 243, 402 190, 458 190))"
38,770.0,164.0,800.0,207.0,Tree,0.4268237054347992,"POLYGON ((800 164, 800 207, 770 207, 770 164, 800 164))"
39,664.0,382.0,703.0,400.0,Tree,0.4207644760608673,"POLYGON ((703 382, 703 400, 664 400, 664 382, 703 382))"
40,525.0,175.0,570.0,224.0,Tree,0.41946035623550415,"POLYGON ((570 175, 570 224, 525 224, 525 175, 570 175))"
41,598.0,106.0,631.0,137.0,Tree,0.41484978795051575,"POLYGON ((631 106, 631 137, 598 137, 598 106, 631 106))"
42,494.0,299.0,531.0,339.0,Tree,0.4126356840133667,"POLYGON ((531 299, 531 339, 494 339, 494 299, 531 299))"
43,637.0,148.0,659.0,170.0,Tree,0.38798829913139343,"POLYGON ((659 148, 659 170, 637 170, 637 148, 659 148))"
44,567.0,304.0,594.0,335.0,Tree,0.38797464966773987,"POLYGON ((594 304, 594 335, 567 335, 567 304, 594 304))"
45,698.0,324.0,725.0,347.0,Tree,0.38177716732025146,"POLYGON ((725 324, 725 347, 698 347, 698 324, 725 324))"
46,555.0,0.0,582.0,9.0,Tree,0.37988752126693726,"POLYGON ((582 0, 582 9, 555 9, 555 0, 582 0))"
47,636.0,73.0,678.0,118.0,Tree,0.3768104910850525,"POLYGON ((678 73, 678 118, 636 118, 636 73, 678 73))"
48,400.0,238.0,447.0,289.0,Tree,0.37249213457107544,"POLYGON ((447 238, 447 289, 400 289, 400 238, 447 238))"
49,606.0,138.0,632.0,164.0,Tree,0.36087796092033386,"POLYGON ((632 138, 632 164, 606 164, 606 138, 632 138))"
50,545.0,11.0,567.0,31.0,Tree,0.3474520146846771,"POLYGON ((567 11, 567 31, 545 31, 545 11, 567 11))"
51,439.0,5.0,510.0,65.0,Tree,0.3259355425834656,"POLYGON ((510 5, 510 65, 439 65, 439 5, 510 5))"
52,599.0,341.0,663.0,397.0,Tree,0.3209627866744995,"POLYGON ((663 341, 663 397, 599 397, 599 341, 663 341))"
53,400.0,368.0,415.0,396.0,Tree,0.3034604787826538,"POLYGON ((415 368, 415 396, 400 396, 400 368, 415 368))"
54,529.0,333.0,551.0,355.0,Tree,0.27984508872032166,"POLYGON ((551 333, 551 355, 529 355, 529 333, 551 333))"
55,541.0,280.0,569.0,310.0,Tree,0.26136907935142517,"POLYGON ((569 280, 569 310, 541 310, 541 280, 569 280))"
56,626.0,126.0,646.0,147.0,Tree,0.2601550221443176,"POLYGON ((646 126, 646 147, 626 147, 626 126, 646 126))"
57,506.0,142.0,535.0,170.0,Tree,0.2578185796737671,"POLYGON ((535 142, 535 170, 506 170, 506 142, 535 142))"
58,535.0,307.0,560.0,333.0,Tree,0.23854883015155792,"POLYGON ((560 307, 560 333, 535 333, 535 307, 560 307))"
59,453.0,251.0,481.0,278.0,Tree,0.224253848195076,"POLYGON ((481 251, 481 278, 453 278, 453 251, 481 251))"
60,773.0,107.0,799.0,140.0,Tree,0.22171898186206818,"POLYGON ((799 107, 799 140, 773 140, 773 107, 799 107))"
61,400.0,343.0,409.0,371.0,Tree,0.22141779959201813,"POLYGON ((409 343, 409 371, 400 371, 400 343, 409 343))"
62,579.0,212.0,605.0,236.0,Tree,0.2190297245979309,"POLYGON ((605 212, 605 236, 579 236, 579 212, 605 212))"
63,555.0,30.0,584.0,57.0,Tree,0.21644553542137146,"POLYGON ((584 30, 584 57, 555 57, 555 30, 584 30))"
0,482.0,444.0,531.0,491.0,Tree,0.7032070755958557,"POLYGON ((531 444, 531 491, 482 491, 482 444, 531 444))"
1,541.0,440.0,599.0,501.0,Tree,0.687677264213562,"POLYGON ((599 440, 599 501, 541 501, 541 440, 599 440))"
2,514.0,496.0,570.0,564.0,Tree,0.6481650471687317,"POLYGON ((570 496, 570 564, 514 564, 514 496, 570 496))"
3,456.0,400.0,528.0,438.0,Tree,0.6454896330833435,"POLYGON ((528 400, 528 438, 456 438, 456 400, 528 400))"
4,540.0,679.0,605.0,746.0,Tree,0.6351359486579895,"POLYGON ((605 679, 605 746, 540 746, 540 679, 605 679))"
5,698.0,444.0,746.0,498.0,Tree,0.6151906847953796,"POLYGON ((746 444, 746 498, 698 498, 698 444, 746 444))"
6,569.0,735.0,657.0,800.0,Tree,0.614318311214447,"POLYGON ((657 735, 657 800, 569 800, 569 735, 657 735))"
7,534.0,400.0,595.0,432.0,Tree,0.5788254141807556,"POLYGON ((595 400, 595 432, 534 432, 534 400, 595 400))"
8,405.0,524.0,465.0,593.0,Tree,0.5768894553184509,"POLYGON ((465 524, 465 593, 405 593, 405 524, 465 524))"
9,696.0,692.0,744.0,738.0,Tree,0.5768777132034302,"POLYGON ((744 692, 744 738, 696 738, 696 692, 744 692))"
10,422.0,446.0,476.0,511.0,Tree,0.5726854205131531,"POLYGON ((476 446, 476 511, 422 511, 422 446, 476 446))"
11,743.0,429.0,793.0,483.0,Tree,0.5683364868164062,"POLYGON ((793 429, 793 483, 743 483, 743 429, 793 429))"
12,479.0,533.0,518.0,571.0,Tree,0.5650158524513245,"POLYGON ((518 533, 518 571, 479 571, 479 533, 518 533))"
13,521.0,657.0,556.0,694.0,Tree,0.5584566593170166,"POLYGON ((556 657, 556 694, 521 694, 521 657, 556 657))"
14,695.0,638.0,744.0,689.0,Tree,0.5533075332641602,"POLYGON ((744 638, 744 689, 695 689, 695 638, 744 638))"
15,765.0,400.0,799.0,431.0,Tree,0.5512909889221191,"POLYGON ((799 400, 799 431, 765 431, 765 400, 799 400))"
16,603.0,668.0,643.0,723.0,Tree,0.5454207062721252,"POLYGON ((643 668, 643 723, 603 723, 603 668, 643 668))"
17,565.0,616.0,597.0,648.0,Tree,0.5430619716644287,"POLYGON ((597 616, 597 648, 565 648, 565 616, 597 616))"
18,442.0,602.0,494.0,663.0,Tree,0.5319371223449707,"POLYGON ((494 602, 494 663, 442 663, 442 602, 494 602))"
19,739.0,513.0,759.0,533.0,Tree,0.5245786309242249,"POLYGON ((759 513, 759 533, 739 533, 739 513, 759 513))"
20,485.0,499.0,510.0,526.0,Tree,0.5225683450698853,"POLYGON ((510 499, 510 526, 485 526, 485 499, 510 499))"
21,649.0,501.0,727.0,586.0,Tree,0.516374945640564,"POLYGON ((727 501, 727 586, 649 586, 649 501, 727 501))"
22,476.0,661.0,513.0,699.0,Tree,0.5071797370910645,"POLYGON ((513 661, 513 699, 476 699, 476 661, 513 661))"
23,663.0,738.0,715.0,789.0,Tree,0.5067222714424133,"POLYGON ((715 738, 715 789, 663 789, 663 738, 715 738))"
24,400.0,730.0,442.0,786.0,Tree,0.5053818821907043,"POLYGON ((442 730, 442 786, 400 786, 400 730, 442 730))"
25,599.0,406.0,655.0,469.0,Tree,0.4984709322452545,"POLYGON ((655 406, 655 469, 599 469, 599 406, 655 406))"
26,404.0,661.0,461.0,719.0,Tree,0.49779805541038513,"POLYGON ((461 661, 461 719, 404 719, 404 661, 461 661))"
27,498.0,618.0,538.0,663.0,Tree,0.4940435290336609,"POLYGON ((538 618, 538 663, 498 663, 498 618, 538 618))"
28,460.0,736.0,539.0,797.0,Tree,0.48035067319869995,"POLYGON ((539 736, 539 797, 460 797, 460 736, 539 736))"
29,642.0,626.0,691.0,680.0,Tree,0.478962242603302,"POLYGON ((691 626, 691 680, 642 680, 642 626, 691 626))"
30,603.0,604.0,646.0,646.0,Tree,0.47893795371055603,"POLYGON ((646 604, 646 646, 603 646, 603 604, 646 604))"
31,410.0,401.0,451.0,437.0,Tree,0.4688277840614319,"POLYGON ((451 401, 451 437, 410 437, 410 401, 451 401))"
32,769.0,500.0,800.0,549.0,Tree,0.4608325660228729,"POLYGON ((800 500, 800 549, 769 549, 769 500, 800 500))"
33,732.0,734.0,793.0,792.0,Tree,0.450532466173172,"POLYGON ((793 734, 793 792, 732 792, 732 734, 793 734))"
34,648.0,437.0,698.0,487.0,Tree,0.44887253642082214,"POLYGON ((698 437, 698 487, 648 487, 648 437, 698 437))"
35,515.0,559.0,541.0,585.0,Tree,0.43804875016212463,"POLYGON ((541 559, 541 585, 515 585, 515 559, 541 559))"
36,706.0,400.0,755.0,433.0,Tree,0.43483152985572815,"POLYGON ((755 400, 755 433, 706 433, 706 400, 755 400))"
37,741.0,607.0,795.0,660.0,Tree,0.4307662844657898,"POLYGON ((795 607, 795 660, 741 660, 741 607, 795 607))"
38,645.0,699.0,695.0,744.0,Tree,0.42797189950942993,"POLYGON ((695 699, 695 744, 645 744, 645 699, 695 699))"
39,732.0,550.0,774.0,594.0,Tree,0.42209041118621826,"POLYGON ((774 550, 774 594, 732 594, 732 550, 774 550))"
40,758.0,654.0,799.0,713.0,Tree,0.41598421335220337,"POLYGON ((799 654, 799 713, 758 713, 758 654, 799 654))"
41,575.0,643.0,612.0,679.0,Tree,0.41099071502685547,"POLYGON ((612 643, 612 679, 575 679, 575 643, 612 643))"
42,612.0,478.0,656.0,519.0,Tree,0.4101749658584595,"POLYGON ((656 478, 656 519, 612 519, 612 478, 656 478))"
43,572.0,549.0,610.0,584.0,Tree,0.40138524770736694,"POLYGON ((610 549, 610 584, 572 584, 572 549, 610 549))"
44,519.0,424.0,548.0,453.0,Tree,0.3997464179992676,"POLYGON ((548 424, 548 453, 519 453, 519 424, 548 424))"
45,406.0,784.0,434.0,799.0,Tree,0.3899487257003784,"POLYGON ((434 784, 434 799, 406 799, 406 784, 434 784))"
46,653.0,400.0,711.0,432.0,Tree,0.3682965934276581,"POLYGON ((711 400, 711 432, 653 432, 653 400, 711 400))"
47,400.0,440.0,424.0,497.0,Tree,0.36788493394851685,"POLYGON ((424 440, 424 497, 400 497, 400 440, 424 440))"
48,489.0,571.0,512.0,594.0,Tree,0.319446861743927,"POLYGON ((512 571, 512 594, 489 594, 489 571, 512 571))"
49,553.0,568.0,576.0,591.0,Tree,0.317931592464447,"POLYGON ((576 568, 576 591, 553 591, 553 568, 576 568))"
50,582.0,589.0,610.0,616.0,Tree,0.3038882911205292,"POLYGON ((610 589, 610 616, 582 616, 582 589, 610 589))"
51,782.0,710.0,800.0,745.0,Tree,0.2952388823032379,"POLYGON ((800 710, 800 745, 782 745, 782 710, 800 710))"
52,400.0,400.0,408.0,417.0,Tree,0.28613319993019104,"POLYGON ((408 400, 408 417, 400 417, 400 400, 408 400))"
53,451.0,509.0,479.0,538.0,Tree,0.2774313986301422,"POLYGON ((479 509, 479 538, 451 538, 451 509, 479 509))"
54,635.0,572.0,662.0,600.0,Tree,0.2761307954788208,"POLYGON ((662 572, 662 600, 635 600, 635 572, 662 572))"
55,532.0,605.0,560.0,640.0,Tree,0.26751574873924255,"POLYGON ((560 605, 560 640, 532 640, 532 605, 560 605))"
56,778.0,576.0,799.0,598.0,Tree,0.25035297870635986,"POLYGON ((799 576, 799 598, 778 598, 778 576, 799 576))"
